x,y,z,Fault,Horizon,Segment,TriangleId,PointId,AttributeDisplacement,AttributeHeave,AttributeThrow,AttributeDisplacementDifference,AttributeGradients,AttributeRawDisplacement,AttributeRawHeave,AttributeRawThrow,AttributeFaultZone,AttributeJuxtaposition,AttributeFaultSealResults,AttributeAttribute,AttributeCustom
466836.857,5930002.841,2105.235,F1,TopC,0,3,29,411.24797912256787,207.18287263694165,355.24661521019567,0.0,0.0,402.19990464382084,200.89340933412376,348.434500847548,0.0,-196.2956890657606,0.0,0.0,0.0
466791.153,5930091.85,2105.301,F1,TopC,0,3,30,411.24797912256787,207.18287263694165,355.24661521019567,0.0,0.0,402.19990464382084,200.89340933412376,348.434500847548,0.0,-196.2956890657606,0.0,0.0,0.0
466451.093,5930703.699,2104.801,F1,TopC,0,4,37,431.38759781717346,225.33400885648214,367.85845647903517,0.0,0.0,430.44810013049414,223.03344493756555,368.1597492910923,0.0,-210.01817630038317,0.0,0.0,0.0
466313.917,5930512.853,1737.415,F1,TopC,0,4,19,431.38759781717346,225.33400885648214,367.85845647903517,0.0,0.0,430.44810013049414,223.03344493756555,368.1597492910923,0.0,-210.01817630038317,0.0,0.0,0.0
466508.438,5930621.173,2105.182,F1,TopC,0,4,36,431.38759781717346,225.33400885648214,367.85845647903517,0.0,0.0,430.44810013049414,223.03344493756555,368.1597492910923,0.0,-210.01817630038317,0.0,0.0,0.0
465641.459,5932313.114,2099.252,F1,TopC,0,5,55,491.4135963789898,276.59653279530016,406.17937017006557,0.0,0.0,522.866229049539,297.7185299394303,429.81565646630924,0.0,-274.10188294730074,0.0,0.0,0.0
465614.86,5932412.761,2104.63,F1,TopC,0,5,56,491.4135963789898,276.59653279530016,406.17937017006557,0.0,0.0,522.866229049539,297.7185299394303,429.81565646630924,0.0,-274.10188294730074,0.0,0.0,0.0
465354.115,5932267.563,1670.386,F1,TopC,0,5,0,491.4135963789898,276.59653279530016,406.17937017006557,0.0,0.0,522.866229049539,297.7185299394303,429.81565646630924,0.0,-274.10188294730074,0.0,0.0,0.0
465653.093,5932205.133,2090.246,F1,TopC,0,6,54,493.66701268761364,282.8224360175693,404.62153810814425,0.0,0.0,514.7710183421984,296.2626268637723,420.9588880462477,0.0,-271.77581218808155,0.0,0.0,0.0
465641.459,5932313.114,2099.252,F1,TopC,0,6,55,493.66701268761364,282.8224360175693,404.62153810814425,0.0,0.0,514.7710183421984,296.2626268637723,420.9588880462477,0.0,-271.77581218808155,0.0,0.0,0.0
465354.115,5932267.563,1670.386,F1,TopC,0,6,0,493.66701268761364,282.8224360175693,404.62153810814425,0.0,0.0,514.7710183421984,296.2626268637723,420.9588880462477,0.0,-271.77581218808155,0.0,0.0,0.0
465412.401,5932071.102,1695.057,F1,TopC,0,7,1,485.33885347185634,277.54885718780366,398.14624770694525,0.0,0.0,477.296885419437,271.48888049470384,392.5509781609962,0.0,-257.27633817910487,0.0,0.0,0.0
465657.795,5932093.292,2080.236,F1,TopC,0,7,53,485.33885347185634,277.54885718780366,398.14624770694525,0.0,0.0,477.296885419437,271.48888049470384,392.5509781609962,0.0,-257.27633817910487,0.0,0.0,0.0
465653.093,5932205.133,2090.246,F1,TopC,0,7,54,485.33885347185634,277.54885718780366,398.14624770694525,0.0,0.0,477.296885419437,271.48888049470384,392.5509781609962,0.0,-257.27633817910487,0.0,0.0,0.0
465667.182,5931984.06,2072.154,F1,TopC,0,8,52,477.3439764468581,265.5310059132797,396.67437117714127,0.0,0.0,468.41534698681255,263.4790171729731,387.274980667357,0.0,-241.71802442764238,0.0,0.0,0.0
465657.795,5932093.292,2080.236,F1,TopC,0,8,53,477.3439764468581,265.5310059132797,396.67437117714127,0.0,0.0,468.41534698681255,263.4790171729731,387.274980667357,0.0,-241.71802442764238,0.0,0.0,0.0
465412.401,5932071.102,1695.057,F1,TopC,0,8,1,477.3439764468581,265.5310059132797,396.67437117714127,0.0,0.0,468.41534698681255,263.4790171729731,387.274980667357,0.0,-241.71802442764238,0.0,0.0,0.0
465482.569,5931766.798,1693.136,F1,TopC,0,9,4,452.33308148904837,239.24742838894028,383.88264433112494,0.0,0.0,442.68300966391183,236.63930695024126,374.11374020572237,0.0,-217.5587718686104,0.0,0.0,0.0
465686.817,5931880.535,2065.988,F1,TopC,0,9,51,452.33308148904837,239.24742838894028,383.88264433112494,0.0,0.0,442.68300966391183,236.63930695024126,374.11374020572237,0.0,-217.5587718686104,0.0,0.0,0.0
465452.943,5931864.76,1694.255,F1,TopC,0,9,3,452.33308148904837,239.24742838894028,383.88264433112494,0.0,0.0,442.68300966391183,236.63930695024126,374.11374020572237,0.0,-217.5587718686104,0.0,0.0,0.0
465686.817,5931880.535,2065.988,F1,TopC,0,10,51,458.5303028450403,248.42953118740343,385.39954159439696,0.0,0.0,447.8856416263422,242.35704235029488,376.63724872873445,0.0,-220.9542803456709,0.0,0.0,0.0
465667.182,5931984.06,2072.154,F1,TopC,0,10,52,458.5303028450403,248.42953118740343,385.39954159439696,0.0,0.0,447.8856416263422,242.35704235029488,376.63724872873445,0.0,-220.9542803456709,0.0,0.0,0.0
465452.943,5931864.76,1694.255,F1,TopC,0,10,3,458.5303028450403,248.42953118740343,385.39954159439696,0.0,0.0,447.8856416263422,242.35704235029488,376.63724872873445,0.0,-220.9542803456709,0.0,0.0,0.0
465667.182,5931984.06,2072.154,F1,TopC,0,11,52,464.31294081637253,251.5625368608148,390.2599096213951,0.0,0.0,453.8588588146809,248.78045025073243,379.58349544896976,0.0,-225.48885020673492,0.0,0.0,0.0
465431.099,5931967.055,1695.599,F1,TopC,0,11,2,464.31294081637253,251.5625368608148,390.2599096213951,0.0,0.0,453.8588588146809,248.78045025073243,379.58349544896976,0.0,-225.48885020673492,0.0,0.0,0.0
465452.943,5931864.76,1694.255,F1,TopC,0,11,3,464.31294081637253,251.5625368608148,390.2599096213951,0.0,0.0,453.8588588146809,248.78045025073243,379.58349544896976,0.0,-225.48885020673492,0.0,0.0,0.0
465431.099,5931967.055,1695.599,F1,TopC,0,12,2,469.93409056776574,261.4091262033405,390.5167323116374,0.0,0.0,460.6026772443201,255.90954802003216,382.9524882357703,0.0,-231.13189881645417,0.0,0.0,0.0
465667.182,5931984.06,2072.154,F1,TopC,0,12,52,469.93409056776574,261.4091262033405,390.5167323116374,0.0,0.0,460.6026772443201,255.90954802003216,382.9524882357703,0.0,-231.13189881645417,0.0,0.0,0.0
465412.401,5932071.102,1695.057,F1,TopC,0,12,1,469.93409056776574,261.4091262033405,390.5167323116374,0.0,0.0,460.6026772443201,255.90954802003216,382.9524882357703,0.0,-231.13189881645417,0.0,0.0,0.0
465520.825,5931673.643,1693.192,F1,TopC,0,13,5,436.99068416449063,227.15790765008384,373.3097146319468,0.0,0.0,430.40276471916985,224.3665473598699,367.29575519863016,0.0,-210.7190473215328,0.0,0.0,0.0
465562.198,5931582.222,1694.621,F1,TopC,0,13,6,436.99068416449063,227.15790765008384,373.3097146319468,0.0,0.0,430.40276471916985,224.3665473598699,367.29575519863016,0.0,-210.7190473215328,0.0,0.0,0.0
465757.75,5931691.117,2061.193,F1,TopC,0,13,49,436.99068416449063,227.15790765008384,373.3097146319468,0.0,0.0,430.40276471916985,224.3665473598699,367.29575519863016,0.0,-210.7190473215328,0.0,0.0,0.0
465797.513,5931598.8,2059.985,F1,TopC,0,14,48,432.4770048691078,227.5678635511237,367.7624603182487,0.0,0.0,426.85468412040416,225.39274377746702,362.4944994196605,0.0,-207.28464260941746,0.0,0.0,0.0
465600.636,5931489.167,1696.611,F1,TopC,0,14,7,432.4770048691078,227.5678635511237,367.7624603182487,0.0,0.0,426.85468412040416,225.39274377746702,362.4944994196605,0.0,-207.28464260941746,0.0,0.0,0.0
465833.272,5931504.253,2058.811,F1,TopC,0,14,47,432.4770048691078,227.5678635511237,367.7624603182487,0.0,0.0,426.85468412040416,225.39274377746702,362.4944994196605,0.0,-207.28464260941746,0.0,0.0,0.0
465562.198,5931582.222,1694.621,F1,TopC,0,15,6,435.0127627653345,226.12973816544672,371.6200281012256,0.0,0.0,429.02181598182244,224.20647323064307,365.77250395000965,0.0,-209.54187275317986,0.0,0.0,0.0
465797.513,5931598.8,2059.985,F1,TopC,0,15,48,435.0127627653345,226.12973816544672,371.6200281012256,0.0,0.0,429.02181598182244,224.20647323064307,365.77250395000965,0.0,-209.54187275317986,0.0,0.0,0.0
465757.75,5931691.117,2061.193,F1,TopC,0,15,49,435.0127627653345,226.12973816544672,371.6200281012256,0.0,0.0,429.02181598182244,224.20647323064307,365.77250395000965,0.0,-209.54187275317986,0.0,0.0,0.0
465797.513,5931598.8,2059.985,F1,TopC,0,16,48,433.65041486083294,228.1853077201316,368.76028480523956,0.0,0.0,428.05741721338313,224.96479711607745,364.1735042360544,0.0,-208.38844956006778,0.0,0.0,0.0
465562.198,5931582.222,1694.621,F1,TopC,0,16,6,433.65041486083294,228.1853077201316,368.76028480523956,0.0,0.0,428.05741721338313,224.96479711607745,364.1735042360544,0.0,-208.38844956006778,0.0,0.0,0.0
465600.636,5931489.167,1696.611,F1,TopC,0,16,7,433.65041486083294,228.1853077201316,368.76028480523956,0.0,0.0,428.05741721338313,224.96479711607745,364.1735042360544,0.0,-208.38844956006778,0.0,0.0,0.0
465914.17,5931320.384,2059.281,F1,TopC,0,17,45,427.6009717037938,226.01208462838298,362.9891576947738,0.0,0.0,416.8470834686799,220.5880791545051,353.6980163128397,0.0,-202.55457889978697,0.0,0.0,0.0
465721.622,5931213.162,1705.551,F1,TopC,0,17,10,427.6009717037938,226.01208462838298,362.9891576947738,0.0,0.0,416.8470834686799,220.5880791545051,353.6980163128397,0.0,-202.55457889978697,0.0,0.0,0.0
465776.624,5931129.331,1708.753,F1,TopC,0,17,11,427.6009717037938,226.01208462838298,362.9891576947738,0.0,0.0,416.8470834686799,220.5880791545051,353.6980163128397,0.0,-202.55457889978697,0.0,0.0,0.0
465675.138,5931301.736,1702.188,F1,TopC,0,18,9,427.30370935944075,225.85496411983723,362.7368125993893,0.0,0.0,417.57559466883987,220.97143977249755,354.31751237376267,0.0,-202.91354127564614,0.0,0.0,0.0
465721.622,5931213.162,1705.551,F1,TopC,0,18,10,427.30370935944075,225.85496411983723,362.7368125993893,0.0,0.0,417.57559466883987,220.97143977249755,354.31751237376267,0.0,-202.91354127564614,0.0,0.0,0.0
465914.17,5931320.384,2059.281,F1,TopC,0,18,45,427.30370935944075,225.85496411983723,362.7368125993893,0.0,0.0,417.57559466883987,220.97143977249755,354.31751237376267,0.0,-202.91354127564614,0.0,0.0,0.0
465869.722,5931410.091,2058.268,F1,TopC,0,19,46,430.4516665051575,228.32766517668836,364.9042538968674,0.0,0.0,423.51888489787524,224.83414907987836,358.911999326075,0.0,-205.24242708948714,0.0,0.0,0.0
465833.272,5931504.253,2058.811,F1,TopC,0,19,47,430.4516665051575,228.32766517668836,364.9042538968674,0.0,0.0,423.51888489787524,224.83414907987836,358.911999326075,0.0,-205.24242708948714,0.0,0.0,0.0
465636.224,5931394.526,1698.955,F1,TopC,0,19,8,430.4516665051575,228.32766517668836,364.9042538968674,0.0,0.0,423.51888489787524,224.83414907987836,358.911999326075,0.0,-205.24242708948714,0.0,0.0,0.0
465675.138,5931301.736,1702.188,F1,TopC,0,20,9,429.03059778804857,227.37562714707744,363.82355341269965,0.0,0.0,421.17034791884646,223.42403067033936,357.0239998552353,0.0,-204.33382808460783,0.0,0.0,0.0
465869.722,5931410.091,2058.268,F1,TopC,0,20,46,429.03059778804857,227.37562714707744,363.82355341269965,0.0,0.0,421.17034791884646,223.42403067033936,357.0239998552353,0.0,-204.33382808460783,0.0,0.0,0.0
465636.224,5931394.526,1698.955,F1,TopC,0,20,8,429.03059778804857,227.37562714707744,363.82355341269965,0.0,0.0,421.17034791884646,223.42403067033936,357.0239998552353,0.0,-204.33382808460783,0.0,0.0,0.0
465869.722,5931410.091,2058.268,F1,TopC,0,21,46,427.90484090917477,226.7790037881171,362.86889686824264,0.0,0.0,419.18925196647416,222.13646088820244,355.49250514562254,0.0,-203.54602167454755,0.0,0.0,0.0
465675.138,5931301.736,1702.188,F1,TopC,0,21,9,427.90484090917477,226.7790037881171,362.86889686824264,0.0,0.0,419.18925196647416,222.13646088820244,355.49250514562254,0.0,-203.54602167454755,0.0,0.0,0.0
465914.17,5931320.384,2059.281,F1,TopC,0,21,45,427.90484090917477,226.7790037881171,362.86889686824264,0.0,0.0,419.18925196647416,222.13646088820244,355.49250514562254,0.0,-203.54602167454755,0.0,0.0,0.0
466660.878,5929904.847,1755.884,F1,TopC,0,22,26,410.8923455900168,207.00372553106573,354.93939944830726,0.0,0.0,402.90575888520146,201.24682987423708,349.0455042078313,0.0,-196.4091888739315,0.0,0.0,0.0
466836.857,5930002.841,2105.235,F1,TopC,0,22,29,410.8923455900168,207.00372553106573,354.93939944830726,0.0,0.0,402.90575888520146,201.24682987423708,349.0455042078313,0.0,-196.4091888739315,0.0,0.0,0.0
466615.792,5929994.199,1757.172,F1,TopC,0,22,25,410.8923455900168,207.00372553106573,354.93939944830726,0.0,0.0,402.90575888520146,201.24682987423708,349.0455042078313,0.0,-196.4091888739315,0.0,0.0,0.0
466508.438,5930621.173,2105.182,F1,TopC,0,23,36,428.02903322549076,222.60048145511226,365.5925039438042,0.0,0.0,426.7488366226095,220.20243254132532,365.54775294367016,0.0,-207.37703682482766,0.0,0.0,0.0
466369.967,5930429.605,1739.796,F1,TopC,0,23,20,428.02903322549076,222.60048145511226,365.5925039438042,0.0,0.0,426.7488366226095,220.20243254132532,365.54775294367016,0.0,-207.37703682482766,0.0,0.0,0.0
466561.64,5930536.34,2104.604,F1,TopC,0,23,35,428.02903322549076,222.60048145511226,365.5925039438042,0.0,0.0,426.7488366226095,220.20243254132532,365.54775294367016,0.0,-207.37703682482766,0.0,0.0,0.0
466313.917,5930512.853,1737.415,F1,TopC,0,24,19,429.83041482070536,224.52061902123236,366.5305950930458,0.0,0.0,428.8575181506093,221.83207737548236,367.02724931168143,0.0,-208.96446727888247,0.0,0.0,0.0
466369.967,5930429.605,1739.796,F1,TopC,0,24,20,429.83041482070536,224.52061902123236,366.5305950930458,0.0,0.0,428.8575181506093,221.83207737548236,367.02724931168143,0.0,-208.96446727888247,0.0,0.0,0.0
466508.438,5930621.173,2105.182,F1,TopC,0,24,36,429.83041482070536,224.52061902123236,366.5305950930458,0.0,0.0,428.8575181506093,221.83207737548236,367.02724931168143,0.0,-208.96446727888247,0.0,0.0,0.0
466255.221,5930594.627,1735.463,F1,TopC,0,25,18,433.58528638682714,226.77811901738286,369.55092383335295,0.0,0.0,432.3265266348487,224.5106669652789,369.4604940456395,0.0,-210.66786626935095,0.0,0.0,0.0
466451.093,5930703.699,2104.801,F1,TopC,0,25,37,433.58528638682714,226.77811901738286,369.55092383335295,0.0,0.0,432.3265266348487,224.5106669652789,369.4604940456395,0.0,-210.66786626935095,0.0,0.0,0.0
466390.956,5930784.67,2102.614,F1,TopC,0,25,38,433.58528638682714,226.77811901738286,369.55092383335295,0.0,0.0,432.3265266348487,224.5106669652789,369.4604940456395,0.0,-210.66786626935095,0.0,0.0,0.0
466255.221,5930594.627,1735.463,F1,TopC,0,26,18,432.57054510973467,226.2473788715952,368.68604536958793,0.0,0.0,431.5205731569745,223.8065256076214,368.9452477076164,0.0,-210.55415089239614,0.0,0.0,0.0
466313.917,5930512.853,1737.415,F1,TopC,0,26,19,432.57054510973467,226.2473788715952,368.68604536958793,0.0,0.0,431.5205731569745,223.8065256076214,368.9452477076164,0.0,-210.55415089239614,0.0,0.0,0.0
466451.093,5930703.699,2104.801,F1,TopC,0,26,37,432.57054510973467,226.2473788715952,368.68604536958793,0.0,0.0,431.5205731569745,223.8065256076214,368.9452477076164,0.0,-210.55415089239614,0.0,0.0,0.0
465718.262,5931783.586,2062.659,F1,TopC,0,27,50,442.92309725278164,230.26535862716437,378.36323116325724,0.0,0.0,434.84467631208963,227.93329253162915,370.31325122896965,0.0,-213.3571898942655,0.0,0.0,0.0
465482.569,5931766.798,1693.136,F1,TopC,0,27,4,442.92309725278164,230.26535862716437,378.36323116325724,0.0,0.0,434.84467631208963,227.93329253162915,370.31325122896965,0.0,-213.3571898942655,0.0,0.0,0.0
465520.825,5931673.643,1693.192,F1,TopC,0,27,5,442.92309725278164,230.26535862716437,378.36323116325724,0.0,0.0,434.84467631208963,227.93329253162915,370.31325122896965,0.0,-213.3571898942655,0.0,0.0,0.0
465718.262,5931783.586,2062.659,F1,TopC,0,28,50,447.1346297926296,236.49787004163105,379.4708613656175,0.0,0.0,438.3360354280866,231.831415133317,372.0057422042188,0.0,-215.00677190592955,0.0,0.0,0.0
465686.817,5931880.535,2065.988,F1,TopC,0,28,51,447.1346297926296,236.49787004163105,379.4708613656175,0.0,0.0,438.3360354280866,231.831415133317,372.0057422042188,0.0,-215.00677190592955,0.0,0.0,0.0
465482.569,5931766.798,1693.136,F1,TopC,0,28,4,447.1346297926296,236.49787004163105,379.4708613656175,0.0,0.0,438.3360354280866,231.831415133317,372.0057422042188,0.0,-215.00677190592955,0.0,0.0,0.0
465718.262,5931783.586,2062.659,F1,TopC,0,29,50,439.31713062590484,228.39070091866947,375.28286530996485,0.0,0.0,432.2002436095683,225.44498598414933,368.7432553337632,0.0,-211.91403763545418,0.0,0.0,0.0
465520.825,5931673.643,1693.192,F1,TopC,0,29,5,439.31713062590484,228.39070091866947,375.28286530996485,0.0,0.0,432.2002436095683,225.44498598414933,368.7432553337632,0.0,-211.91403763545418,0.0,0.0,0.0
465757.75,5931691.117,2061.193,F1,TopC,0,29,49,439.31713062590484,228.39070091866947,375.28286530996485,0.0,0.0,432.2002436095683,225.44498598414933,368.7432553337632,0.0,-211.91403763545418,0.0,0.0,0.0
466882.718,5929913.92,2105.494,F1,TopC,0,30,28,402.4102391841076,202.73051955578072,347.61233729667003,0.0,0.0,411.4291412206733,216.874880861733,349.54524883073765,0.0,,0.0,0.0,0.0
466660.878,5929904.847,1755.884,F1,TopC,0,30,26,402.4102391841076,202.73051955578072,347.61233729667003,0.0,0.0,411.4291412206733,216.874880861733,349.54524883073765,0.0,,0.0,0.0,0.0
466928.639,5929825.033,2105.88,F1,TopC,0,30,27,402.4102391841076,202.73051955578072,347.61233729667003,0.0,0.0,411.4291412206733,216.874880861733,349.54524883073765,0.0,,0.0,0.0,0.0
466660.878,5929904.847,1755.884,F1,TopC,0,31,26,407.9275798757704,205.51010425833425,352.37835840333844,0.0,0.0,405.98214059256554,206.57393490909038,349.4157491637783,0.0,,0.0,0.0,0.0
466882.718,5929913.92,2105.494,F1,TopC,0,31,28,407.9275798757704,205.51010425833425,352.37835840333844,0.0,0.0,405.98214059256554,206.57393490909038,349.4157491637783,0.0,,0.0,0.0,0.0
466836.857,5930002.841,2105.235,F1,TopC,0,31,29,407.9275798757704,205.51010425833425,352.37835840333844,0.0,0.0,405.98214059256554,206.57393490909038,349.4157491637783,0.0,,0.0,0.0,0.0
466423.199,5930344.789,1743.593,F1,TopC,0,32,21,423.4682289014623,218.73329147023685,362.6032102609375,0.0,0.0,421.07707902478774,215.8323647449207,361.5545076647956,0.0,-203.22968650239682,0.0,0.0,0.0
466610.731,5930449.217,2104.063,F1,TopC,0,32,34,423.4682289014623,218.73329147023685,362.6032102609375,0.0,0.0,421.07707902478774,215.8323647449207,361.5545076647956,0.0,-203.22968650239682,0.0,0.0,0.0
466561.64,5930536.34,2104.604,F1,TopC,0,32,35,423.4682289014623,218.73329147023685,362.6032102609375,0.0,0.0,421.07707902478774,215.8323647449207,361.5545076647956,0.0,-203.22968650239682,0.0,0.0,0.0
466369.967,5930429.605,1739.796,F1,TopC,0,33,20,425.8590618202995,221.47196763468423,363.7390659339288,0.0,0.0,424.15535637817516,218.2025114969932,363.72351523563765,0.0,-205.464001790486,0.0,0.0,0.0
466423.199,5930344.789,1743.593,F1,TopC,0,33,21,425.8590618202995,221.47196763468423,363.7390659339288,0.0,0.0,424.15535637817516,218.2025114969932,363.72351523563765,0.0,-205.464001790486,0.0,0.0,0.0
466561.64,5930536.34,2104.604,F1,TopC,0,33,35,425.8590618202995,221.47196763468423,363.7390659339288,0.0,0.0,424.15535637817516,218.2025114969932,363.72351523563765,0.0,-205.464001790486,0.0,0.0,0.0
466328.52,5930864.362,2098.503,F1,TopC,0,34,39,435.3586697257521,228.140355998082,370.795292945373,0.0,0.0,433.67203759890833,226.37417733776422,369.8979971016323,0.0,-210.08020707872583,0.0,0.0,0.0
466193.974,5930674.98,1732.786,F1,TopC,0,34,17,435.3586697257521,228.140355998082,370.795292945373,0.0,0.0,433.67203759890833,226.37417733776422,369.8979971016323,0.0,-210.08020707872583,0.0,0.0,0.0
466390.956,5930784.67,2102.614,F1,TopC,0,34,38,435.3586697257521,228.140355998082,370.795292945373,0.0,0.0,433.67203759890833,226.37417733776422,369.8979971016323,0.0,-210.08020707872583,0.0,0.0,0.0
466193.974,5930674.98,1732.786,F1,TopC,0,35,17,434.3935368332644,227.63459884429358,369.97328856487763,0.0,0.0,432.86597103699063,225.1458816371062,369.7054928902448,0.0,-210.39633602910703,0.0,0.0,0.0
466255.221,5930594.627,1735.463,F1,TopC,0,35,18,434.3935368332644,227.63459884429358,369.97328856487763,0.0,0.0,432.86597103699063,225.1458816371062,369.7054928902448,0.0,-210.39633602910703,0.0,0.0,0.0
466390.956,5930784.67,2102.614,F1,TopC,0,35,38,434.3935368332644,227.63459884429358,369.97328856487763,0.0,0.0,432.86597103699063,225.1458816371062,369.7054928902448,0.0,-210.39633602910703,0.0,0.0,0.0
466610.731,5930449.217,2104.063,F1,TopC,0,36,34,418.27837819319336,214.41977481858453,359.1391956201322,0.0,0.0,413.9484306136526,210.5448647016171,356.4035006093139,0.0,-199.2211202031158,0.0,0.0,0.0
466474.262,5930258.765,1749.13,F1,TopC,0,36,22,418.27837819319336,214.41977481858453,359.1391956201322,0.0,0.0,413.9484306136526,210.5448647016171,356.4035006093139,0.0,-199.2211202031158,0.0,0.0,0.0
466657.015,5930360.532,2104.178,F1,TopC,0,36,33,418.27837819319336,214.41977481858453,359.1391956201322,0.0,0.0,413.9484306136526,210.5448647016171,356.4035006093139,0.0,-199.2211202031158,0.0,0.0,0.0
466423.199,5930344.789,1743.593,F1,TopC,0,37,21,420.9014814994635,217.40749399761816,360.40538103934966,0.0,0.0,417.67476473583497,213.27981266497042,359.1144980320161,0.0,-201.14445464349137,0.0,0.0,0.0
466474.262,5930258.765,1749.13,F1,TopC,0,37,22,420.9014814994635,217.40749399761816,360.40538103934966,0.0,0.0,417.67476473583497,213.27981266497042,359.1144980320161,0.0,-201.14445464349137,0.0,0.0,0.0
466610.731,5930449.217,2104.063,F1,TopC,0,37,34,420.9014814994635,217.40749399761816,360.40538103934966,0.0,0.0,417.67476473583497,213.27981266497042,359.1144980320161,0.0,-201.14445464349137,0.0,0.0,0.0
466474.262,5930258.765,1749.13,F1,TopC,0,38,22,415.762506833694,213.13007733838816,356.97903611048383,0.0,0.0,410.4071994338897,207.90995719319494,353.8457451046711,0.0,-197.84668476865977,0.0,0.0,0.0
466701.759,5930270.988,2104.956,F1,TopC,0,38,32,415.762506833694,213.13007733838816,356.97903611048383,0.0,0.0,410.4071994338897,207.90995719319494,353.8457451046711,0.0,-197.84668476865977,0.0,0.0,0.0
466657.015,5930360.532,2104.178,F1,TopC,0,38,33,415.762506833694,213.13007733838816,356.97903611048383,0.0,0.0,410.4071994338897,207.90995719319494,353.8457451046711,0.0,-197.84668476865977,0.0,0.0,0.0
465839.467,5931049.867,1711.899,F1,TopC,0,39,12,430.8073716357164,228.2533371358125,365.37023078247546,0.0,0.0,418.1118250525631,222.21167279081195,354.1730009475892,0.0,-202.83405632988297,0.0,0.0,0.0
465969.868,5931236.94,2062.355,F1,TopC,0,39,44,430.8073716357164,228.2533371358125,365.37023078247546,0.0,0.0,418.1118250525631,222.21167279081195,354.1730009475892,0.0,-202.83405632988297,0.0,0.0,0.0
465776.624,5931129.331,1708.753,F1,TopC,0,39,11,430.8073716357164,228.2533371358125,365.37023078247546,0.0,0.0,418.1118250525631,222.21167279081195,354.1730009475892,0.0,-202.83405632988297,0.0,0.0,0.0
465969.868,5931236.94,2062.355,F1,TopC,0,40,44,433.6717389484512,231.5190595065004,366.70165291119037,0.0,0.0,420.1716324749994,224.26435415019492,355.31499274448817,0.0,-203.5674720926802,0.0,0.0,0.0
465839.467,5931049.867,1711.899,F1,TopC,0,40,12,433.6717389484512,231.5190595065004,366.70165291119037,0.0,0.0,420.1716324749994,224.26435415019492,355.31499274448817,0.0,-203.5674720926802,0.0,0.0,0.0
466036.298,5931159.473,2067.785,F1,TopC,0,40,43,433.6717389484512,231.5190595065004,366.70165291119037,0.0,0.0,420.1716324749994,224.26435415019492,355.31499274448817,0.0,-203.5674720926802,0.0,0.0,0.0
466128.356,5930752.899,1728.395,F1,TopC,0,41,16,437.7310984010583,231.47308434582163,371.52217394232224,0.0,0.0,435.7535017881412,230.3969351121774,369.85652497261555,0.0,-209.44756460080816,0.0,0.0,0.0
466328.52,5930864.362,2098.503,F1,TopC,0,41,39,437.7310984010583,231.47308434582163,371.52217394232224,0.0,0.0,435.7535017881412,230.3969351121774,369.85652497261555,0.0,-209.44756460080816,0.0,0.0,0.0
